ticker,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
ELEV,2022-09-30,USD,-4191000,NA,4191000,NA,-38531000,4191000,34340000,38531000,NA,NA,NA,NA,NA,-306000,8000,8000,-38837000,NA,NA,-38837000,-38820000,-38531000,-38523000,-38837000
ELF,2022-09-30,USD,79560000,121563000,109077000,42789000,15377000,64183000,NA,66288000,NA,-786000,-778000,8000,122349000,-1262000,NA,2105000,13329000,1619000,8000,11710000,11710000,15377000,15442000,11710000
ELMD,2022-09-30,USD,8331000,10658000,2327000,2327000,44000,7989000,298000,8287000,NA,4000,4000,4000,10658000,NA,134000,20000,48000,-33000,NA,81000,81000,44000,64000,81000
ELME,2022-09-30,USD,35042000,54603000,19561000,19561000,692000,6403000,NA,30035000,NA,-6582000,NA,6582000,-4917000,68000,NA,23632000,-10739000,NA,11499000,-10739000,-9788000,692000,24324000,-10739000
ELOX,2022-09-30,USD,-2786000,NA,2262000,NA,-7142000,2262000,4880000,7142000,NA,-489000,108000,489000,-35000,-366000,23000,189000,-7508000,NA,489000,-7508000,-7508000,-7142000,-6953000,-7508000
ELS,2022-09-30,USD,239559000,380969000,141410000,123181000,219703000,18229000,NA,18229000,2399000,-27894000,1865000,29759000,0,-2282000,NA,53901000,70509000,3547000,29759000,70509000,71197000,219703000,150823000,70510000
ELSE,2022-09-30,USD,1163000,2215000,1907000,1053000,119000,854000,190000,1044000,36000,-1000,36000,1000,2216000,NA,NA,117000,154000,32000,1000,122000,120000,155000,272000,122000
ELV,2022-09-30,USD,-27045000000,39939000000,66984000000,3437000000,2270000000,4514000000,NA,4739000000,NA,-213000000,213000000,213000000,33722000000,NA,NA,225000000,2151000000,533000000,213000000,1613000000,983000000,2364000000,2589000000,1618000000
ELVT,2022-09-30,USD,43860000,125617000,81757000,6478000,8840000,14823000,NA,35020000,NA,-13655000,NA,13655000,125617000,0,NA,4520000,-5173000,9861000,13655000,-15034000,-15034000,8482000,13002000,-15034000
ELYM,2022-09-30,USD,-5807000,NA,4490000,NA,-8748000,4490000,4258000,8748000,NA,NA,NA,NA,-1317000,-934000,NA,223000,-9682000,NA,NA,-9659000,-9659000,-8748000,-8525000,-9682000
ELYS,2022-09-30,USD,-5914885,9591294,15506179,2822830,-3092055,12683349,NA,12683349,NA,-9104,NA,9104,-367765,NA,41799,389036,-3656065,167574,9104,-3823639,-4191404,-3646961,-3257925,-3823639
EMAN,2022-09-30,USD,2855000,7621000,4766000,4766000,-109000,1728000,1236000,2964000,NA,-245000,NA,245000,7623000,22000,NA,176000,-334000,NA,245000,-334000,-334000,-109000,67000,-334000
EMBC,2022-06-30,USD,202900000,291100000,88200000,88200000,97100000,91500000,14300000,105800000,NA,-19500000,NA,19500000,NA,-4000000,NA,24200000,73600000,11200000,NA,62400000,NA,93100000,117300000,62400000
EMBK,2022-09-30,USD,-16050000,NA,16050000,NA,-37741000,16050000,21691000,37741000,758000,0,758000,0,0,181000,NA,1441000,-35412000,0,0,-35412000,-35412000,-35412000,-36300000,-35412000
EMCF,2022-09-30,USD,3557000,9302000,5745000,NA,3169000,350000,NA,388000,NA,8559000,9572000,1013000,883000,NA,NA,38000,3697000,657000,1013000,3040000,-4259000,4710000,4748000,3040000
EME,2022-09-30,USD,413231000,2826361000,2413130000,2413130000,150094000,263137000,NA,263137000,NA,-3194000,3194000,3194000,2826361000,NA,12062000,15434000,147925000,42153000,NA,105772000,97464000,150094000,165528000,105772000
EMKR,2022-06-30,USD,3898000,23675000,19777000,19777000,-7097000,7800000,4513000,10995000,NA,9000,NA,9000,24790000,-534000,NA,1255000,-7622000,27000,0,-7649000,-7580000,-7097000,-6358000,-7649000
EML,2022-09-30,USD,16580586,70990973,65177843,55056160,5446942,10121683,1011961,11133644,NA,-645773,NA,645773,71636746,1118453,NA,1757077,6281942,1423363,645773,4496259,4302568,6927715,8684792,4858579
EMLD,2022-09-30,USD,687187,1132965,445778,445778,-445778,NA,NA,445778,NA,1132965,1132965,NA,NA,NA,NA,NA,687187,219671,NA,-665449,NA,-445778,-445778,467516
EMN,2022-09-30,USD,541000000,2709000000,2168000000,2168000000,298000000,173000000,68000000,246000000,NA,-43000000,2000000,45000000,-3000000,-4000000,NA,117000000,281000000,-20000000,NA,301000000,292000000,298000000,415000000,301000000
EMR,2022-09-30,USD,2317000000,5360000000,4791000000,3043000000,2317000000,1136000000,NA,2259000000,17000000,-53000000,53000000,50000000,5360000000,3000000,110000000,317000000,936000000,196000000,NA,2317000000,407000000,2317000000,1302000000,740000000
ENER,2022-09-30,USD,-232400,0,232400,232400,-282400,232400,NA,282400,NA,NA,NA,NA,NA,945302,NA,NA,662902,188013,NA,474889,NA,-282400,-282400,474889
ENG,2022-09-30,USD,664000,13056000,12392000,12392000,-2256000,2920000,NA,2920000,NA,-63000,NA,63000,13056000,NA,NA,62,-2314000,21000,63000,-2335000,-2335000,-2256000,-2250938,-2335000
ENOB,2022-03-31,USD,-3241215,NA,3148686,354500,-4034556,2790456,1212380,8041122,7291,-95206,7291,95206,2677,-2071703,27990,31720,-6201465,0,95206,-6201465,-6204142,-6106259,-6074539,-6201465
ENOV,2022-09-30,USD,215824000,386280000,411464000,167990000,-17919000,182187000,15599000,260048000,NA,-6334000,NA,6334000,383814000,300000,NA,50152000,-78912000,-12300000,6334000,-65949000,-94282000,-72578000,-22426000,-66612000
ENPH,2022-09-30,USD,267916000,634713000,366797000,366797000,135441000,87693000,44188000,132475000,NA,1425000,3680000,2255000,634713000,-2611000,NA,5963000,134212000,19400000,2255000,114855000,110515000,136467000,142430000,114812000
ENR,2022-09-30,USD,285500000,751800000,1184700000,504900000,-403700000,120100000,9400000,689200000,NA,-42000000,300000,42000000,786300000,-1700000,NA,17800000,-475100000,-112200000,42000000,-362900000,-350300000,-433100000,-415300000,-362900000
ENS,2022-09-30,USD,194891000,883976000,19355000,1544000,54269000,6534000,NA,137357000,NA,-15461000,15461000,15461000,899437000,1446000,NA,22781000,40254000,5782000,15461000,34472000,-19292000,55715000,78496000,34472000
ENSC,2022-09-30,USD,-1132737,553843,1686580,NA,-6163325,1686580,4756096,6442676,NA,-4859,3742230,4859,558702,8679,NA,NA,-9897612,NA,1409736,-11260442,-9834073,-6163325,-6163325,-9834073
ENSG,2022-09-30,USD,131517000,772819000,641302000,601623000,74287000,39247000,NA,39679000,NA,-2108000,NA,2108000,770805000,276000,NA,432000,72392000,16213000,2108000,56179000,56179000,74500000,74932000,56179000
ENTA,2022-09-30,USD,7093000,20317000,13224000,NA,-27048000,12569000,34796000,48020000,NA,NA,NA,1573000,20317000,-823000,NA,655000,-26334000,14000,NA,-26348000,-26452000,-27048000,-26393000,-26348000
ENTG,2022-09-30,USD,371671000,993828000,622157000,622157000,14889000,226446000,64990000,356782000,NA,-84150000,1395000,84150000,977962000,3014000,45203000,65346000,-80718000,-7015000,86385000,-73703000,-80421000,3432000,68778000,-73703000
ENV,2022-09-30,USD,22802000,302453000,279651000,110108000,-1046000,47388000,-628000,52706000,NA,-4242000,4242000,4242000,306695000,-5346000,NA,5318000,-5019000,2271000,4242000,-8663000,-8769000,-1046000,4541000,-7290000
ENVA,2022-09-30,USD,294195000,456200000,162005000,192929000,98512000,138460000,NA,195683000,NA,418893000,449817000,30924000,363000,-230000,NA,11270000,67592000,15884000,30924000,51708000,51934000,98516000,109786000,51708000
ENVB,2022-09-30,USD,-3601501,NA,3601193,NA,-5656849,3514547,2055656,9171396,NA,-308,NA,308,NA,NA,44458,86646,-2602506,NA,308,-2478912,-3019896,-5656849,-5570203,-2478912
ENVX,2022-09-30,USD,-6621000,8000,19739000,6629000,-33679000,13110000,13948000,27058000,NA,0,NA,NA,8000,1826000,2857000,2995000,-82013000,0,NA,-82013000,-82013000,-33679000,-79018000,-82013000
ENZ,2022-07-31,USD,46446000,20284000,-26162000,15944000,-8116000,11058000,1070000,11054000,NA,-171000,-169000,2000,-335000,20000,NA,52000,-12112000,-3679000,2000,-4754000,-8164000,-8116000,-12058000,-8433000
EOG,2022-09-30,USD,7337000000,7593000000,256000000,1408000000,3664000000,162000000,NA,291000000,NA,-41000000,41000000,41000000,-18000000,40000000,NA,906000000,3663000000,809000000,41000000,2854000000,2860000000,3704000000,4610000000,2854000000
EOLS,2022-09-30,USD,-17566000,31556000,49122000,13490000,-17897000,34794000,1376000,36385000,38000,-2343000,38000,2343000,33899000,-62000,NA,838000,-20264000,12000,2343000,-20276000,-20479000,-17921000,-17083000,-20276000
EOSE,2022-09-30,USD,-63009000,2163000,65172000,50025000,-63569000,14651000,4462000,19609000,NA,-2960000,NA,2960000,5123000,41000,1571000,2216000,-70612000,110000,3902000,-70722000,-70723000,-63569000,-65630000,-70722000
EP,2022-09-30,USD,11942207,14792266,2850059,8505640,1442159,2850059,NA,13350107,NA,-125330,125330,125330,42474,-125330,NA,135234,215941,NA,NA,1316829,1316829,1442159,476505,215941
EPAC,2022-08-31,USD,73734000,151828000,78094000,78094000,13126000,54634000,NA,67908000,NA,-1719000,NA,1718000,153328000,-1278000,NA,1628000,9940000,-94000,NA,10224000,-7613000,13126000,14754000,10034000
EPAM,2022-09-30,USD,406815000,1233611000,826796000,826796000,180227000,198021000,NA,219897000,NA,4228000,4228000,4228000,1233611000,10919000,NA,21876000,191146000,35092000,NA,156054000,93779000,180227000,202103000,156054000
EPD,2022-09-30,USD,3048000000,15468000000,12420000000,12319000000,1712000000,55000000,NA,13867000000,NA,-309000000,297000000,309000000,-1000000,4000000,446000000,46000000,1378000000,18000000,309000000,1392000000,1556000000,1687000000,1733000000,1360000000
EPHY,2022-09-30,USD,-209723,NA,209723,209723,-209723,209723,NA,209723,NA,1907275,1907275,NA,NA,NA,NA,NA,1971218,557525,NA,1413693,1413693,-209723,-209723,1413693
EPM,2022-09-30,USD,15365000,37229000,21864000,19116000,14611000,2472000,NA,27658000,NA,-243000,6000,243000,37472000,-603000,NA,NA,13771000,3064000,243000,10707000,10707000,14014000,14014000,10707000
EPR,2022-09-30,USD,92341000,161410000,69069000,14707000,83362000,12582000,NA,53817000,-23842000,-23168000,9579000,32747000,NA,12691000,40300000,41539000,51187000,388000,32747000,50799000,41221000,83934000,125473000,50799000
EPRT,2022-09-30,USD,39592000,70663000,31071000,830000,45921000,7868000,NA,30271000,NA,-9892000,752000,9892000,0,752000,NA,22054000,36618000,190000,9892000,36591000,59164000,46510000,68564000,36428000
EQ,2022-09-30,USD,-5033000,NA,4466000,NA,-13237000,4466000,8771000,13237000,130000,-267000,130000,267000,-300000,-281000,NA,30000,-13655000,NA,267000,-13655000,-13313000,-13237000,-13207000,-13655000
EQBK,2022-09-30,USD,18949000,51049000,32100000,NA,7233000,10644000,NA,11716000,NA,41944000,48548000,6604000,8969000,NA,NA,1078000,18813000,3642000,6604000,15171000,-28321000,25417000,26495000,15171000
EQH,2022-09-30,USD,813000000,3009000000,2196000000,566000000,-54000000,566000000,NA,867000000,NA,-51000000,17000000,51000000,259000000,NA,NA,216000000,365000000,92000000,51000000,327000000,-2055000000,416000000,618000000,273000000
EQIX,2022-09-30,USD,953444000,1888113000,934669000,934669000,333159000,568572000,NA,612287000,11192000,-91346000,11192000,91346000,1979459000,-6735000,378319000,39456000,246413000,34606000,91271000,211739000,-125354000,337759000,377215000,211807000
EQRX,2022-09-30,USD,-34095000,0,34095000,NA,-90366000,34095000,56271000,90366000,NA,8209000,8209000,NA,NA,-32000,200000,-3527000,-85092000,0,NA,-85092000,-84689000,-90366000,-93893000,-85092000
EQS,2022-09-30,USD,NA,-2000,2000,2000,-925000,183000,NA,925000,NA,-2000,0,2000,NA,NA,NA,2000,-925000,NA,NA,-925000,NA,0,2000,-925000
EQT,2022-09-30,USD,1461140000,2069463000,608323000,541092000,924586000,67231000,NA,67323000,NA,-60138000,57104000,60138000,2039349000,157000,NA,451126000,835876000,152206000,87952000,687462000,683733000,896014000,1347140000,683670000
ERAS,2022-09-30,USD,-8778000,NA,8778000,NA,-36962000,8778000,28184000,36962000,NA,1522000,1522000,1522000,NA,-49000,NA,771000,-35489000,0,NA,-35489000,-35645000,-36962000,-36962000,-35489000
ERES,2022-09-30,USD,NA,NA,NA,NA,-60000,8900483,NA,60000,NA,388408,388408,NA,NA,2600408,NA,225144,-6300075,47044,NA,-8900483,-6347119,-60000,-6074931,-6347119
ERIE,2022-09-30,USD,740793000,740793000,634764000,634764000,106472000,14657000,NA,634764000,-299000,-115000,NA,115000,741479000,562000,NA,NA,106348000,22035000,115000,84313000,68866000,106463000,106463000,84313000
ERII,2022-09-30,USD,21045000,30462000,9417000,9417000,4906000,12311000,3828000,16139000,NA,259000,259000,259000,30462000,-5000,NA,1297000,5160000,371000,NA,4789000,4795000,4906000,6716000,4789000
ERNA,2022-09-30,USD,-3320000,21000,3341000,NA,-8304000,3341000,4963000,8304000,NA,-10000,NA,10000,NA,-10000,NA,121000,-7311000,5000,NA,-7316000,-7316000,-8304000,-8027000,-7316000
ES,2022-09-30,USD,2811366000,3215600000,404234000,52900000,557300000,240047000,NA,2658352000,NA,-178200000,178174000,178200000,3259400000,89831000,302143000,111287000,468950000,117661000,178200000,529470000,351267000,647150000,758437000,351289000
ESCA,2022-09-30,USD,3266000,73950000,70684000,61273000,4220000,8769000,NA,9411000,NA,-954000,NA,954000,74904000,-22000,NA,642000,3244000,286000,954000,2958000,2958000,4198000,4840000,2958000
ESE,2022-09-30,USD,100406000,254729000,154323000,288777000,27733000,53054000,NA,72300000,NA,-1767000,49000,1816000,256496000,NA,NA,6946000,40428000,9388000,1816000,31040000,18653000,42244000,49190000,31040000
ESI,2022-09-30,USD,221900000,607100000,559400000,396600000,79200000,131400000,11300000,142700000,NA,-12300000,11400000,12300000,619400000,2000000,10600000,29200000,69700000,16500000,NA,53200000,-39800000,79200000,108400000,53200000
ESOA,2022-06-30,USD,6417593,51023856,48687389,44754346,2596550,3821043,NA,3874732,0,-206394,NA,206394,51230250,-174957,1413638,112000,4547020,651396,206394,1622114,3895624,2596550,4865414,3895624
ESP,2022-09-30,USD,1812142,8635795,6823653,6823653,973112,839030,NA,839030,8807,8807,8807,NA,NA,3767,120950,120950,985686,217420,NA,768266,766503,973112,1106636,768266
ESPR,2022-09-30,USD,-20127000,4827000,24954000,6506000,-41623000,24954000,29143000,60603000,NA,-14153000,NA,14153000,18980000,659000,105000,105000,-55117000,0,14153000,-40964000,-54913000,-40964000,-40859000,-55117000
ESQ,2022-09-30,USD,9841000,21329000,11488000,NA,6475000,3366000,NA,3366000,NA,15547000,15960000,413000,6432000,NA,174000,174000,10491000,2780000,413000,7711000,3046000,10904000,10904000,7711000
ESRT,2022-09-30,USD,121003000,183712000,62709000,85476000,35527000,15725000,NA,148185000,1564000,-25516000,1564000,25516000,0,1564000,NA,46984000,8064000,1457000,25516000,10118000,18019000,35527000,80564000,6607000
ESS,2022-09-30,USD,320896000,409748000,88852000,73450000,128608000,15172000,NA,15402000,NA,-51645000,5275000,51645000,2884000,NA,135511000,135511000,94597000,1755000,51647000,137838000,118057000,128608000,281753000,92842000
ESTE,2022-09-30,USD,589860000,606584000,16724000,206928000,320398000,14188000,NA,4169000,NA,-1654000,NA,1654000,606584000,134000,NA,90880000,271974000,60518000,1654000,299312000,211456000,320398000,383842000,211456000
ETD,2022-09-30,USD,129616000,214494000,174880000,84914000,39650000,91962000,NA,87702000,NA,341000,396000,55000,214494000,396000,3900000,3857000,39991000,10111000,55000,29880000,29791000,39650000,43903000,29880000
ETNB,2022-09-30,USD,-5344000,NA,4844000,NA,-27041000,4844000,22197000,27041000,NA,-500000,NA,500000,NA,238000,16000,10000,-26803000,2000,500000,-26805000,-26927000,-27041000,-26793000,-26805000
ETON,2022-09-30,USD,2018000,3219000,5505000,1201000,-2895000,4169000,744000,4913000,NA,-233000,NA,233000,3219000,-150000,NA,170000,-3045000,NA,233000,-3045000,-3045000,-2895000,-2725000,-3045000
ETR,2022-09-30,USD,3298691000,3991155000,692464000,2614729000,954705000,190056000,NA,692464000,2966000,-227460000,224494000,227460000,4218615000,-10462000,NA,453288000,744701000,184112000,227460000,555882000,571257000,954705000,1425449000,560589000
ETSY,2022-09-30,USD,420068000,594469000,174401000,174401000,-954780000,221786000,108040000,1374848000,NA,NA,NA,NA,594469000,5763000,NA,24127000,-949017000,14051000,NA,-963068000,-1098800000,-954780000,-924890000,-963068000
EVA,2022-09-30,USD,14484000,306956000,292472000,292472000,-1254000,30407000,NA,4035000,NA,-18704000,18704000,18704000,325660000,1671000,35215000,34930000,-18244000,12000,18704000,-18299000,-18309000,460000,35390000,-18256000
EVBG,2022-09-30,USD,75954000,111401000,35447000,35447000,-19197000,69937000,25177000,95151000,2054000,-1312000,2054000,1312000,111401000,1170000,NA,1300000,-22055000,25000,1312000,-22080000,-41959000,-20743000,-19443000,-22080000
EVBN,2022-09-30,USD,11219000,27010000,15791000,NA,7406000,3713000,NA,3813000,NA,19188000,20487000,1299000,5767000,NA,NA,100000,7836000,1972000,1299000,5864000,-9661000,9135000,9235000,5864000
EVC,2022-09-30,USD,53136000,235993000,182857000,157095000,15904000,19208000,NA,50494000,794000,-3055000,788000,3055000,239048000,794000,NA,6554000,13473000,4080000,3055000,9090000,9921000,15904000,23082000,9393000
EVCM,2022-09-30,USD,13667000,158126000,144459000,57655000,-7254000,61604000,18508000,105312000,NA,-8890000,NA,8890000,158126000,-8890000,1000000,25200000,-16144000,-291000,0,-15853000,-22831000,-7254000,17946000,-15853000
EVER,2022-09-30,USD,97346000,103223000,5877000,5877000,-6590000,96200000,7832000,104032000,113000,113000,113000,113000,103223000,26000,NA,1410000,-6451000,NA,NA,-6451000,-6483000,-6590000,-5180000,-6451000
EVGO,2022-09-30,USD,-3208000,10509000,13717000,13717000,-40046000,32322000,NA,36838000,NA,-8000,1636000,8000,8609000,-347000,NA,2904000,-13218000,0,8000,-50922000,-13206000,-13210000,-10306000,-13218000
EVH,2022-09-30,USD,-14695000,337639000,352334000,266617000,12951000,68521000,3800000,89517000,425000,-4754000,425000,4754000,342393000,-345000,7700000,17196000,-43377000,-45500000,14946000,2123000,1861000,-38623000,-21427000,2123000
EVI,2022-09-30,USD,24505000,83428000,58923000,58923000,4383000,20122000,NA,20225000,NA,-377000,377000,377000,NA,NA,NA,1446000,4006000,1159000,377000,2847000,2847000,4383000,5829000,2847000
EVLO,2022-09-30,USD,-7126000,NA,7126000,NA,-29054000,7126000,21928000,29054000,-788000,-788000,NA,788000,0,-615000,437000,1004000,-30457000,107000,0,-30564000,-30564000,-29054000,-28665000,-30564000
EVLV,2022-09-30,USD,225000,16530000,16305000,134000,-26602000,20585000,5616000,26827000,1052000,864000,1052000,188000,0,-57000,NA,1102000,-18615000,0,188000,-18615000,-18570000,-18427000,-17325000,-18615000
EVOJ,2022-09-30,USD,-172930,NA,172930,172930,-134446,300995,NA,172930,NA,NA,NA,NA,NA,581674,NA,NA,447228,NA,NA,447228,447228,-134446,-134446,447228
EVOK,2022-09-30,USD,-1908415,706073,2614488,89775,-1912551,2614488,40388,2744651,NA,-126027,24714,126027,832100,NA,NA,NA,-2013864,NA,126027,-2013864,-2013864,-1912551,-1887837,-2013864
EVOP,2022-09-30,USD,16922000,141342000,124420000,21831000,21182000,81453000,NA,102589000,NA,-4260000,769000,4260000,138663000,228000,7700000,21136000,18719000,18513000,4260000,3831000,-9243000,22979000,44115000,206000
EVR,2022-09-30,USD,138719000,581125000,442406000,371127000,-307819000,77169000,NA,446538000,NA,-4188000,2027000,4188000,NA,0,NA,7065000,123228000,40790000,4188000,82438000,63015000,127416000,134481000,82438000
